Pedometer,Health & Fitness,"ITO Technologies, Inc.",Contains Ads,4.4,"400,213",2.9,"10,000,000",
Can Do Health & Fitness,Health & Fitness,Fitii Ltd. Branded Apps,,5.0,1,42,1,
Noom Walk Pedometer,Health & Fitness,Noom Inc.,,4.1,"153,817",12,"10,000,000",
The Sound Health - Towards Fitness,Health & Fitness,Manoj Singh Rawal,,5.0,2,1.8,10,
DroiHealth,Health & Fitness,zhwuba,,2.6,"4,340",20,"500,000",
"Fabulous: Motivate Me! Meditate, Relax, Sleep",Health & Fitness,TheFabulous,Offers in-app purchases,4.6,"205,061",31,"5,000,000",
"Back Doctor (FREE) Health, Stretch, Workout",Health & Fitness,Dr. Watkins,,4.5,61,31,"10,000",
Women Workout: Home Gym & Cardio,Health & Fitness,Kalrom Systems LTD,Contains Ads·Offers in-app purchases,4.5,"36,641",75,"1,000,000",
Pedometer: Health Fitness,Health & Fitness,AppoPixelDot,Contains Ads,3.6,9,3.7,"1,000",
JC Health & Fitness,Health & Fitness,Fitii Ltd,,,,43,5,
Daily Yoga - Yoga Fitness Plans,Health & Fitness,Daily Yoga Software Technology Co. Ltd,Contains Ads·Offers in-app purchases,4.4,"70,462",35,"5,000,000",
JWC Health & Fitness,Health & Fitness,MINDBODY Branded Apps,,,,5.6,50,
Dan Sweeney Health and Fitness,Health & Fitness,Glofox,,4.9,17,12,500,
Lifesense Health,Health & Fitness,"Shenzhen Lifesense Medical Electronics Co., Ltd.",,2.5,557,32,"50,000",
This is health and fitness app,Health & Fitness,funsifit.com,,5.0,15,4.0,100,
Life Time Health,Health & Fitness,"Life Time, Inc.",,2.6,356,32,"100,000",
Priority Health And Fitness,Health & Fitness,Glofox,,,,13,50,
Lillyman Health & Fitness,Health & Fitness,Fitii Ltd. Bespoke Apps,,,,43,1,
Ohio State Health & Fitness GX,Health & Fitness,GroupEx PRO,,,,2.0,100,
Health and Fitness,Health & Fitness,United Technology,Contains Ads,5.0,2,95,100,
Health Fitness Tips,Health & Fitness,Health And Yoga,Contains Ads,,,2.2,100,
Fooducate Healthy Weight Loss & Calorie Counter,Health & Fitness,"Fooducate, Ltd.",Contains Ads·Offers in-app purchases,4.4,"14,395",,"1,000,000",
Cinderella Stories Health & Fitness,Health & Fitness,Top End Apps,,,,4.4,1,
Zeroner,Health & Fitness,com.kunekt,,2.9,"6,078",7.7,"500,000",
Health Fitness Weight Control,Health & Fitness,Neat Apps,Contains Ads,3.0,103,2.3,"10,000",
Valley Health Fitness Center,Health & Fitness,MiGym,,,,28,100,
Health And Fitness Articles,Health & Fitness,Heyappmaker,Contains Ads,,,11,5,
Health & Fitness Expo,Health & Fitness,Mobile App Pros LLC,,5.0,1,13,100,
"Argus Calorie Counter Diet, Activity, Step Tracker",Health & Fitness,Azumio Inc.,Contains Ads·Offers in-app purchases,4.4,"4,235",37,"500,000",
Guru Mann: Fitness Trainer,Health & Fitness,Web Cream,Contains Ads,4.7,418,2.1,"10,000",
Abundance: Health and Fitness,Health & Fitness,NataliaRocon.com,,,,10,10,
Iron Health and Fitness,Health & Fitness,TRAINERIZE,,,,78,5,
30 Day Workout: Fast Home Weight Loss & Diet Plans,Health & Fitness,Feel The Burn Apps,Contains Ads,4.8,"7,594",20,"500,000",
"Active8me – Fitness, Weight Loss, Healthy Living",Health & Fitness,Active8me,Offers in-app purchases,4.4,37,87,"1,000",
Renaissance Health and Fitness,Health & Fitness,Branded Apps by MINDBODY,,5.0,3,8.7,100,
Lenovo Healthy,Health & Fitness,Wemeworkroom,,3.0,"8,906",19,"100,000",
Rally™,Health & Fitness,Rally Health,,4.7,"34,398",24,"100,000",
Breeden Health & Fitness,Health & Fitness,Appsme99,,,,29,10,
Vitalita Health and Fitness,Health & Fitness,TRAINERIZE,,,,78,5,
Your Health and Fitness,Health & Fitness,Branded MINDBODY Apps,,,,9.7,10,
Yoga daily fitness - Yoga workout plan,Health & Fitness,SEStudio,Contains Ads,4.6,"4,146",21,"100,000",
In-Shape Health Clubs,Health & Fitness,MiGym,,4.3,"2,514",20,"100,000",
East Coast Health & Fitness,Health & Fitness,MiGym,,4.0,2,28,100,
Achievement - Rewards for Health,Health & Fitness,Evidation Health,,4.4,"3,540",,"100,000",
Health & Fitness Tips,Health & Fitness,Akshar Clearing Agency,Contains Ads,,,2.9,100,
Onebody Health + Fitness,Health & Fitness,Branded Apps by MINDBODY,,5.0,2,6.5,100,
Fitness Factory Health Club,Health & Fitness,MiGym,,5.0,1,20,"1,000",
Under Armour Record,Health & Fitness,Under Armour,,4.0,"15,306",95,"1,000,000",
30 Day Fitness Challenge - Become a Fitness Pro,Health & Fitness,Health And Fitness,Offers in-app purchases,4.4,"3,243",16,"100,000",
Keep Trainer - Workout Trainer & Fitness Coach,Health & Fitness,Keep Inc.,Offers in-app purchases,4.7,"14,178",,"1,000,000",
Anytime Fitness,Health & Fitness,"Anytime Fitness, LLC",,3.1,672,16,"100,000",
Instant Heart Rate: HR Monitor & Pulse Checker,Health & Fitness,Azumio Inc.,Contains Ads·Offers in-app purchases,4.3,"295,602",,"10,000,000",
Noom: Health & Weight,Health & Fitness,Noom Inc.,Offers in-app purchases,4.3,"169,428",54,"10,000,000",
Health Tips,Health & Fitness,Tuneonn Inc.,Contains Ads,4.4,669,2.6,"50,000",
Five Star Health & Fitness,Health & Fitness,Branded Apps by MINDBODY,,,,7.8,10,
Studio A Health And Fitness,Health & Fitness,Branded Apps by MINDBODY,,5.0,2,6.6,100,
Lose Weight Fast: Healthy Diet & Workouts: MevoFit,Health & Fitness,"Migital: Best Apps, Games, Videos, Health, Fitness",Offers in-app purchases,4.3,547,27,"10,000",
Premium health and fitness,Health & Fitness,Mick33,Contains Ads,,,9.7,1,
Dumbbell Fitness Training - Strong and Healthy,Health & Fitness,Daily Fitness Yoga Exercise Apps,Contains Ads,4.1,730,22,"100,000",
UP® – Smart Coach for Health,Health & Fitness,Jawbone,,4.0,"43,343",57,"1,000,000",
Sworkit Kids - Fitness Meets Fun,Health & Fitness,"Nexercise Apps, Inc",,4.7,"9,828",55,"100,000",
Anytime Workouts,Health & Fitness,"Anytime Fitness, LLC",,3.7,137,9.4,"100,000",
Set The Pace Health & Fitness,Health & Fitness,Custom Apps by Fitii Ltd.,,,,43,1,
Active Fitness,Health & Fitness,SEGBIT,Offers in-app purchases,3.9,199,37,"10,000",
Pedometer Free – Best Steps & Calorie Counter 2018,Health & Fitness,apps solution,Contains Ads,4.0,187,11,"50,000",
RJ Health and Fitness,Health & Fitness,Apptology,Contains Ads,5.0,1,14,10,
SmartBand,Health & Fitness,Latitude Limited,,3.1,980,2.1,"500,000",
Chautauqua Health and Fitness,Health & Fitness,TRAINERIZE,,5.0,1,78,10,
Yoxa Health and Fitness,Health & Fitness,TRAINERIZE,,,,78,1,
My Fitness by Jillian Michaels,Health & Fitness,EM Digital LLC,Offers in-app purchases,4.4,"1,908",45,"100,000",
Samsung Activity Tracker,Health & Fitness,"Samsung Electronics Co., Ltd.",,3.5,"2,687",11,"500,000",
Nike Training Club - Workouts & Fitness Plans,Health & Fitness,"Nike, Inc.",,4.6,"251,450",93,"10,000,000",
Heart Rate Monitor,Health & Fitness,REPS,Contains Ads,4.5,"13,369",2.3,"1,000,000",
Personalised Health x Fitness,Health & Fitness,TRAINERIZE,,5.0,1,78,10,
MyPlate Calorie Tracker,Health & Fitness,LIVESTRONG,Offers in-app purchases,4.6,"24,046",18,"1,000,000",
"JEFIT Workout Tracker, Weight Lifting, Gym Log App",Health & Fitness,Jefit Inc.,Contains Ads·Offers in-app purchases,4.5,"60,064",27,"5,000,000",
Peak Health Fitness & Wellness,Health & Fitness,Netpulse Inc.,,4.3,6,27,500,
Yoga for Kids,Health & Fitness,Home Fitness,Contains Ads,4.4,"2,433",5.4,"500,000",
"ManFIT – Bodybuilding Exercise App, Home Workout",Health & Fitness,"Health Group: Fitness, Eyes Protect, Drink Water.",Contains Ads·Offers in-app purchases,4.7,"50,126",16,"5,000,000",
Lose Belly Fat in 30 Days - Flat Stomach,Health & Fitness,Leap Fitness Group,Contains Ads,4.9,"36,397",11,"5,000,000",
"Step Tracker - Pedometer, Walking for weight loss",Health & Fitness,Sound Sleep Group,Contains Ads·Offers in-app purchases,4.6,"31,422",13,"1,000,000",
FitnessSyncer,Health & Fitness,FitnessSyncer,Offers in-app purchases,2.4,112,26,"10,000",
Yoga Workout - Fitness Girls,Health & Fitness,Home Fitness,Contains Ads,4.4,145,4.8,"10,000",
Walking for Weight Loss - Walk Tracker,Health & Fitness,Leap Fitness Group,Contains Ads·Offers in-app purchases,4.6,609,5.5,"100,000",
Fitness Check-up,Health & Fitness,Funky Kids on the Bike,Contains Ads,4.2,973,36,"100,000",
7pranayama: Yoga Daily Breath Fitness Habit - Calm,Health & Fitness,Pixelpointtechnology.com,Contains Ads·Offers in-app purchases,4.6,"3,488",11,"100,000",
Workout Trainer: fitness coach,Health & Fitness,Skimble Inc.,Contains Ads·Offers in-app purchases,4.2,"100,400",,"10,000,000",
EC Health and Fitness,Health & Fitness,Bespoke Apps by Fitii Ltd.,,,,43,1,
30 Day Fitness Challenge Free,Health & Fitness,"Creative Apps, Inc",Contains Ads,4.5,47,5.8,"10,000",
Beauty Fitness & Health,Health & Fitness,Bhittani Applications,Contains Ads,4.7,3,12,500,
Bluetooth Health watch,Health & Fitness,QISHENGLONG HONG KONG LIMITED,,1.8,375,16,"10,000",
"Health , Fitness & Lifestyle",Health & Fitness,I_can_even_,Contains Ads,5.0,11,7.0,50,
Sportset Health and Fitness,Health & Fitness,Branded MINDBODY Apps,,5.0,2,6.3,100,
Goal Fit Health & Fitness Online Coaching,Health & Fitness,BH App Development Ltd,,,,42,1,
mywellness,Health & Fitness,Mywellness srl,,3.3,"4,001",24,"500,000",
Hoyt Health and Fitness,Health & Fitness,BH App Development Ltd,,,,40,1,
Runtastic Running App & Mile Tracker,Health & Fitness,Runtastic,Contains Ads·Offers in-app purchases,4.5,"827,101",,"10,000,000",
PlexFit for Pebble,Health & Fitness,BiDuSoft,Offers in-app purchases,3.7,663,6.1,"10,000",
CCC Health & Fitness Center,Health & Fitness,Netpulse Inc.,,,,33,10,
Health & Weight Loss Coach,Health & Fitness,"Obino (Lose Weight, Get Fit)",Contains Ads,4.4,"5,756",17,"500,000",
Daily Workouts - Exercise Fitness Routine Trainer,Health & Fitness,"Daily Workout Apps, LLC",Contains Ads,4.4,"134,155",,"10,000,000",
