Christian Books,Books & Reference,The Grace of Lord Publisher,,4.0,157,0.864,"10,000",
"Bookoid - Discover, read books",Books & Reference,Saurabh Thorat,Contains Ads,4.4,55,3.4,"5,000",
The Lost Books of the Bible,Books & Reference,fineapps2013,Contains Ads,4.3,"1,311",7.5,"100,000",
moses books,Books & Reference,stk,Contains Ads,4.5,277,5.3,"100,000",
FBReader: Favorite Book Reader,Books & Reference,FBReader.ORG Limited,Contains Ads,4.5,"203,104",,"10,000,000",
LibriVox Audio Books,Books & Reference,BookDesign,Contains Ads·Offers in-app purchases,4.2,413,5.1,"10,000",
EBook Reader & Free ePub Books,Books & Reference,Rabbit,Contains Ads,4.2,"73,547",6.3,"5,000,000",
Kurdish Books کتێبخانەی کوردی,Books & Reference,Kurd code,Contains Ads,4.2,340,25,"10,000",
CLZ Books - Book Database,Books & Reference,Collectorz.com,Offers in-app purchases,4.6,"1,396",6.1,"10,000",
the best international books,Books & Reference,prof developper,Contains Ads,,,2.6,500,
Tales and fairy tales audio books with pictures,Books & Reference,Whisper Arts,Contains Ads·Offers in-app purchases,3.9,"8,664",28,"1,000,000",
LoveWorld Books,Books & Reference,LoveWorld Publishing,Contains Ads·Offers in-app purchases,4.6,203,16,"10,000",
Dr Zakir Naik Books - No Ads,Books & Reference,Ihyas.com - Apps Without Ads,,4.7,59,3.1,"10,000",
iShia Books,Books & Reference,iShia Project,,4.6,"10,090",17,"500,000",
3500 Free Telugu Bhakti Books,Books & Reference,Rajneesh Gosai,,4.7,"2,092",15,"100,000",
Safari To Go,Books & Reference,Safari Books Online,,3.4,"3,211",4.7,"100,000",
DC Books,Books & Reference,DC BOOKS,,3.4,834,8.2,"100,000",
Swaminarayan Books,Books & Reference,Swaminarayan Temple Karelibaug,,5.0,260,10,"5,000",
Kongfu Books,Books & Reference,KongfuNovels,,4.2,102,8.0,"50,000",
Marathi Books and Sahitya,Books & Reference,Ashlesha Apps India,Contains Ads·Offers in-app purchases,4.2,"8,271",9.0,"500,000",
AGCO Parts Books To Go,Books & Reference,AGCO Corporation,,3.4,180,6.0,"10,000",
Read Free Books Online,Books & Reference,ITG Factory,Contains Ads,2.9,9,3.3,"5,000",
Satsang Books,Books & Reference,Gurukul Rajkot,,4.8,182,32,"5,000",
GAY Books,Books & Reference,KinosFlix,Contains Ads,3.0,2,24,100,
Telugu Books by AnandBooks.com,Books & Reference,AnandBooks,,4.0,62,1.4,"10,000",
Ahadith Books,Books & Reference,quranurdu.com,,4.7,190,4.0,"10,000",
Get 1700+ Islamic Books Free,Books & Reference,AhlulBayt DILP,,4.9,103,7.8,"5,000",
Komakuro Books,Books & Reference,Komakuro,Contains Ads,4.7,65,1.5,"5,000",
Moon+ Reader,Books & Reference,Moon+,Contains Ads·Offers in-app purchases,4.4,"233,724",,"10,000,000",
Wattpad Beta,Books & Reference,Wattpad.com,Contains Ads·Offers in-app purchases,4.5,"96,445",13,"1,000,000",
"Boi Ghor,Bengali Books",Books & Reference,SmartMux Limited,Offers in-app purchases,3.8,82,13,"10,000",
Swami Vivekananda - 9 Books Collection,Books & Reference,Aryaa Infotech,Contains Ads,4.6,17,13,"1,000",
Self Help Books,Books & Reference,Rohit Kanade,Contains Ads,4.3,7,3.6,"1,000",
Islamic Books Collection,Books & Reference,Ummah Technology / Alfa InfoTech,,4.6,169,2.1,"50,000",
Recycle Books,Books & Reference,ALIF IT SOLUTIONS PVT LTD,,4.5,25,7.1,100,
Serial Reader - Classic Books in Daily Bits,Books & Reference,M. Schmitt,Offers in-app purchases,4.7,713,20,"50,000",
Swaminarayan Books,Books & Reference,Shri Swaminarayan Divine Mission,,5.0,148,10,"1,000",
"ToRead - free books, fiction, novels, story",Books & Reference,shadingyu,Contains Ads,4.0,18,15,"5,000",
NCTB Text Books BD,Books & Reference,Al Momin Jamiul,Contains Ads,3.8,10,4.9,"1,000",
Romantic Novel Books,Books & Reference,BookAZ,Contains Ads,4.5,102,18,"10,000",
Complete Books of Ahmed Deedat,Books & Reference,HadithTech,Contains Ads,4.9,38,16,"1,000",
Orayta Jewish books,Books & Reference,Orayta Books,,4.4,"1,478",13,"50,000",
Business Audio Books,Books & Reference,Business4youth,Contains Ads,4.4,109,4.1,"5,000",
Weapon of Prayer,Books & Reference,Zavarise Apps,Contains Ads,4.5,"1,335",8.1,"100,000",
Books Library,Books & Reference,Shahrukh Raza,,4.2,43,2.3,"10,000",
Free Programming Books,Books & Reference,Muslim Zabirov,,4.0,12,1.7,"1,000",
Penguin Random House SA Books,Books & Reference,Penguin Random House South Africa,,3.6,25,33,"1,000",
Library of Urdu Books,Books & Reference,Pak Royal Studio,Contains Ads,,,3.6,500,
Lomi Books - ሎሚ,Books & Reference,360Ground,,4.4,252,28,"10,000",
Berhan Books - የመፅሐፍት ስብስብ,Books & Reference,Addistag Systems,Offers in-app purchases,4.5,173,2.7,"10,000",
Books I've read,Books & Reference,Renat,Contains Ads,4.1,640,4.4,"50,000",
Sweek. Free books and stories,Books & Reference,Sweek,,3.9,"4,407",12,"500,000",
Free Kindle Books,Books & Reference,Appwist,Contains Ads,3.6,49,5.7,"10,000",
D&D Beyond,Books & Reference,Curse,Offers in-app purchases,2.8,836,68,"100,000",
Tamil Christian Books,Books & Reference,P Daniel Karthikeyan,,4.9,29,4.4,"1,000",
Audio Catholic Books,Books & Reference,Catholic Vault LLC,Offers in-app purchases,4.3,41,2.2,"10,000",
THE LOST BOOKS OF THE BIBLE,Books & Reference,Garden of Serenity,Contains Ads,5.0,1,21,500,
Power Talking Books,Books & Reference,Power Talking Books,,4.3,78,5.7,"1,000",
"Free Gurukul - Telugu Books, Pravachanams",Books & Reference,Free Gurukul Foundation,,4.9,517,5.6,"10,000",
Punjabi Books,Books & Reference,R.P. Singh,Contains Ads,4.2,33,19,"5,000",
Islamic Books,Books & Reference,Khawaja Qasim,Contains Ads,4.4,943,16,"100,000",
Bangla Books Library,Books & Reference,Rakib Raihan,Contains Ads,5.0,1,1.9,500,
RYA Books,Books & Reference,Royal Yachting Association,Offers in-app purchases,2.5,68,37,"10,000",
Zola Books,Books & Reference,Zola Books,,2.6,15,23,500,
Famous Books,Books & Reference,Bayerische Staatsbibliothek,,4.9,8,16,500,
Search Old Books,Books & Reference,AppiZoo,,3.4,17,0.891,"1,000",
Juggernaut Books - Free ebooks & novels,Books & Reference,Juggernaut Books,,4.1,"4,973",23,"1,000,000",
Collection Of Religious Books,Books & Reference,Nascent Info Technologies,Offers in-app purchases,3.4,12,9.0,"1,000",
Books Log,Books & Reference,Kyialbek Kaparov,,4.2,32,2.3,"1,000",
دانلود کتاب با فیدیبو,Books & Reference,bookcity europe,,4.4,"7,863",22,"100,000",
Free comics books,Books & Reference,Placeholdevs Labs,Contains Ads,3.6,507,3.5,"50,000",
Barterli - Buy|Swap used books,Books & Reference,Hipster PTE LTD,,4.6,126,12,"1,000",
Buy Books,Books & Reference,LinksMe.ga,Contains Ads,3.2,29,1.7,"5,000",
Sacred books,Books & Reference,Kirill Sidorov,Contains Ads·Offers in-app purchases,4.3,539,8.2,"100,000",
Military Pocket Books,Books & Reference,Military Pocket Books Ltd,Offers in-app purchases,4.3,25,,"1,000",
E-Books Reader App,Books & Reference,Total BooX,,3.6,258,4.3,"10,000",
